"Dist Code","Year","State Code","State Name","Dist Name","JANUARY RAINFALL (Millimeters)","FEBRUARY RAINFALL (Millimeters)","MARCH RAINFALL (Millimeters)","APRIL RAINFALL (Millimeters)","MAY RAINFALL (Millimeters)","JUNE RAINFALL (Millimeters)","JULY RAINFALL (Millimeters)","AUGUST RAINFALL (Millimeters)","SEPTEMBER RAINFALL (Millimeters)","OCTOBER RAINFALL (Millimeters)","NOVEMBER RAINFALL (Millimeters)","DECEMBER RAINFALL (Millimeters)","ANNUAL RAINFALL (Millimeters)"
"1","2006","14","Chhattisgarh","Durg","0.0","0.0","26.8","18.2","44.8","27.4","251.7","392.6","120.5","4.4","0.0","0.0","886.4"
"1","2007","14","Chhattisgarh","Durg","0.0","5.8","1.8","0.0","0.0","229.6","298.4","328.8","202.1","2.0","0.0","0.0","1068.5"
"1","2008","14","Chhattisgarh","Durg","0.0","0.0","6.8","0.0","0.0","240.0","138.3","287.9","231.8","0.0","0.0","0.0","904.8"
"1","2009","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","0.0","21.5","405.2","213.0","51.8","4.2","0.0","0.0","695.7"
"1","2010","14","Chhattisgarh","Durg","6.2","0.0","0.0","0.0","7.7","146.4","391.3","276.6","279.8","11.1","18.2","12.4","1149.7"
"1","2011","14","Chhattisgarh","Durg","0.0","6.0","0.0","54.1","27.7","251.5","319.7","350.5","251.1","21.7","0.0","0.0","1282.3"
"1","2012","14","Chhattisgarh","Durg","41.2","0.0","0.0","26.4","0.0","119.1","348.9","342.6","198.7","5.0","9.0","1.2","1092.1"
"1","2013","14","Chhattisgarh","Durg","0.5","13.1","1.9","13.7","1.6","262.3","586.9","328.1","182.8","177.1","0.0","0.0","1568.0"
"1","2014","14","Chhattisgarh","Durg","0.0","46.6","27.6","10.4","57.4","96.9","501.6","279.2","255.7","104.3","0.0","0.0","1379.7"
"1","2015","14","Chhattisgarh","Durg","14.6","0.0","39.6","58.2","7.8","201.8","186.4","250.7","249.3","0.3","0.0","0.0","1008.7"
"1","2016","14","Chhattisgarh","Durg","0.0","0.0","19.0","3.0","33.6","220.6","257.8","254.4","344.2","47.6","0.0","0.0","1180.2"
"1","2017","14","Chhattisgarh","Durg","1.8","0.0","11.4","0.0","18.2","124.4","192.8","278.6","151.4","66.4","0.0","0.0","845.0"
"2","1990","14","Chhattisgarh","Bastar","0.4","12.4","9.3","0.0","148.4","277.7","394.1","585.9","217.2","168.4","10.5","0.0","1824.3"
"2","1991","14","Chhattisgarh","Bastar","0.0","0.0","2.3","0.0","10.6","161.0","475.7","335.3","128.5","68.9","21.7","0.8","1204.8"
"2","1992","14","Chhattisgarh","Bastar","0.7","0.0","0.0","0.0","10.0","199.6","434.0","522.2","-1.0","-1.0","-1.0","0.0","1378.4"
"2","1993","14","Chhattisgarh","Bastar","0.0","1.1","7.0","0.0","0.0","159.5","391.6","271.9","254.6","56.8","-1.0","-1.0","1157.1"
"2","1994","14","Chhattisgarh","Bastar","0.0","1.0","0.0","9.3","3.4","241.4","685.2","510.0","246.1","41.7","1.1","0.0","1739.2"
"2","1995","14","Chhattisgarh","Bastar","59.4","0.0","7.7","1.6","63.8","157.3","562.6","341.7","146.1","132.3","0.3","0.0","1472.8"
"2","1996","14","Chhattisgarh","Bastar","0.6","0.0","0.0","0.0","0.0","203.6","348.0","412.1","194.8","22.2","0.2","0.0","1181.5"
"2","1997","14","Chhattisgarh","Bastar","5.2","0.0","5.5","76.2","6.4","94.9","412.9","411.2","173.2","22.4","11.8","15.9","1235.6"
"2","1998","14","Chhattisgarh","Bastar","0.0","9.4","0.0","10.9","32.6","109.1","323.1","236.2","136.7","79.3","52.8","0.0","990.1"
"2","1999","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","60.6","236.6","223.2","536.9","259.9","112.5","0.0","0.0","1429.7"
"2","2002","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","159.9","222.0","377.3","133.9","31.6","-1.0","-1.0","-1.0"
"2","2004","14","Chhattisgarh","Bastar","55.5","11.5","1.7","33.9","52.2","331.7","389.7","322.4","322.5","120.3","2.8","0.0","1644.2"
"2","2005","14","Chhattisgarh","Bastar","21.8","21.6","3.6","25.9","89.2","165.2","261.7","252.9","344.8","229.2","3.2","0.0","1419.1"
"2","2006","14","Chhattisgarh","Bastar","0.0","0.0","43.7","132.0","90.0","127.3","491.0","422.0","309.3","1.6","92.9","0.0","1709.8"
"2","2007","14","Chhattisgarh","Bastar","0.0","15.3","0.0","13.5","68.6","337.0","195.9","377.4","157.7","93.8","0.0","0.0","1259.2"
"2","2008","14","Chhattisgarh","Bastar","10.0","18.2","135.5","17.7","40.3","183.9","360.2","380.5","239.5","11.8","0.7","0.0","1398.3"
"2","2009","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","41.9","87.6","446.9","315.5","113.0","26.0","0.0","0.0","1030.9"
"2","2010","14","Chhattisgarh","Bastar","6.1","3.1","10.1","36.0","38.2","133.1","422.7","436.8","320.1","151.5","35.4","30.1","1623.2"
"2","2011","14","Chhattisgarh","Bastar","0.0","29.1","0.0","50.4","86.4","120.4","241.5","292.3","328.3","12.0","0.0","0.1","1160.5"
"2","2012","14","Chhattisgarh","Bastar","31.1","0.0","1.2","68.5","44.3","123.5","406.8","451.0","366.8","29.6","19.8","0.0","1542.6"
"2","2013","14","Chhattisgarh","Bastar","0.0","14.9","0.0","90.7","32.3","433.6","294.9","236.0","147.8","180.6","3.7","0.0","1434.5"
"2","2014","14","Chhattisgarh","Bastar","0.0","0.0","30.9","43.9","62.4","129.3","388.8","340.2","379.4","100.7","1.0","0.0","1476.6"
"2","2015","14","Chhattisgarh","Bastar","2.4","2.6","26.2","73.8","49.5","411.9","149.8","406.8","381.7","22.7","0.2","10.9","1538.5"
"2","2016","14","Chhattisgarh","Bastar","0.6","2.3","83.6","39.7","47.0","438.4","441.3","323.7","296.9","148.1","0.0","0.0","1821.6"
"2","2017","14","Chhattisgarh","Bastar","0.0","0.0","1.9","13.4","78.6","268.0","441.6","421.9","221.3","136.4","0.0","0.0","1583.1"
"3","1990","14","Chhattisgarh","Raipur","0.0","18.3","1.6","0.0","116.8","231.9","255.7","296.3","380.5","224.1","14.7","1.4","1541.3"
"3","1991","14","Chhattisgarh","Raipur","7.4","0.0","8.7","-1.0","6.6","167.5","344.5","395.5","47.0","28.1","0.9","1.0","1007.2"
"3","1992","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","10.4","127.0","403.5","392.5","-1.0","-1.0","-1.0","0.0","1056.4"
"3","1993","14","Chhattisgarh","Raipur","0.0","2.7","3.7","0.0","0.0","136.2","381.0","314.2","202.9","58.5","-1.0","-1.0","1106.6"
"3","1994","14","Chhattisgarh","Raipur","0.0","2.7","0.0","0.0","56.8","351.6","556.5","409.5","235.8","150.4","0.9","0.0","1764.2"
"3","1995","14","Chhattisgarh","Raipur","17.7","2.5","21.0","3.9","36.2","115.6","458.0","241.4","122.6","27.8","1.2","0.0","1047.9"
"3","1996","14","Chhattisgarh","Raipur","1.4","0.0","0.2","0.8","0.5","58.0","246.4","443.0","123.1","93.3","0.0","0.0","966.7"
"3","1997","14","Chhattisgarh","Raipur","1.0","0.0","1.7","60.8","0.0","114.9","343.9","429.1","123.3","22.0","11.6","53.6","1161.9"
"3","1998","14","Chhattisgarh","Raipur","12.7","8.8","14.8","8.4","12.8","173.6","180.8","144.4","164.9","52.0","55.9","0.0","829.1"
"3","1999","14","Chhattisgarh","Raipur","0.0","2.8","0.0","0.0","23.7","169.1","190.1","371.1","182.9","27.8","0.0","0.0","967.5"
"3","2002","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","167.5","89.8","300.0","154.1","14.2","-1.0","-1.0","-1.0"
"3","2004","14","Chhattisgarh","Raipur","36.7","32.4","10.9","11.7","24.0","217.3","341.5","143.0","86.6","35.1","0.0","0.0","939.2"
"3","2005","14","Chhattisgarh","Raipur","68.6","25.0","0.9","2.4","25.9","155.9","493.5","255.3","229.3","91.2","0.0","0.0","1348.0"
"3","2006","14","Chhattisgarh","Raipur","0.0","0.0","35.6","31.2","72.0","59.6","384.5","430.5","177.5","14.4","1.4","0.0","1206.7"
"3","2007","14","Chhattisgarh","Raipur","0.0","19.5","0.2","0.2","4.1","525.2","320.1","284.6","238.0","28.3","14.0","0.0","1434.2"
"3","2008","14","Chhattisgarh","Raipur","6.5","10.1","2.6","1.0","5.8","262.8","233.1","279.5","289.7","23.4","0.0","0.0","1114.5"
"3","2009","14","Chhattisgarh","Raipur","0.0","0.0","0.0","2.1","4.9","25.8","571.8","246.4","66.4","20.1","0.0","0.0","937.5"
"3","2010","14","Chhattisgarh","Raipur","3.4","1.0","0.0","1.7","5.0","53.8","462.4","225.0","273.8","47.7","23.3","12.0","1109.1"
"3","2011","14","Chhattisgarh","Raipur","0.0","3.7","0.3","116.6","8.6","197.7","293.4","363.8","334.6","4.1","0.1","0.0","1322.9"
"3","2012","14","Chhattisgarh","Raipur","54.2","0.0","0.0","20.0","0.9","152.2","397.3","387.8","185.5","21.1","13.7","0.3","1233.0"
"3","2013","14","Chhattisgarh","Raipur","0.2","8.5","3.5","28.6","2.7","315.6","436.8","321.1","188.6","138.0","0.0","0.0","1443.6"
"3","2014","14","Chhattisgarh","Raipur","0.0","53.2","18.2","16.4","15.6","121.7","454.2","254.3","251.7","47.9","0.0","0.0","1233.2"
"3","2015","14","Chhattisgarh","Raipur","14.5","0.2","19.6","33.6","16.8","209.8","198.7","210.3","213.6","1.9","0.0","2.4","921.4"
"3","2016","14","Chhattisgarh","Raipur","2.4","0.1","13.8","8.3","39.1","155.9","339.8","201.4","363.0","74.6","0.0","0.0","1198.4"
"3","2017","14","Chhattisgarh","Raipur","3.9","0.0","5.8","0.0","6.0","196.9","138.4","228.9","224.9","62.6","0.0","0.0","867.4"
"4","1990","14","Chhattisgarh","Bilaspur","0.0","12.0","0.4","0.0","43.4","281.5","364.9","227.3","295.8","90.7","0.0","1.1","1317.1"
"4","1991","14","Chhattisgarh","Bilaspur","3.6","2.3","8.7","-1.0","3.6","89.2","380.2","351.8","87.0","17.1","1.1","0.8","940.1"
"4","1992","14","Chhattisgarh","Bilaspur","0.0","0.0","1.9","0.0","16.4","92.0","327.1","319.2","-1.0","-1.0","-1.0","0.0","973.6"
"4","1993","14","Chhattisgarh","Bilaspur","0.0","3.0","0.0","0.0","0.0","143.3","335.5","304.1","228.7","11.0","-1.0","-1.0","1033.2"
"4","1994","14","Chhattisgarh","Bilaspur","0.0","3.0","0.0","0.0","0.0","507.4","575.3","361.9","141.0","79.6","0.0","0.0","1668.2"
"4","1995","14","Chhattisgarh","Bilaspur","30.6","0.0","0.0","2.5","2.1","123.4","380.7","360.6","113.4","44.0","17.3","12.7","1087.3"
"4","1996","14","Chhattisgarh","Bilaspur","30.5","3.6","0.0","0.0","0.0","149.0","429.2","470.4","146.2","20.9","0.0","0.0","1249.8"
"4","1997","14","Chhattisgarh","Bilaspur","2.5","0.0","0.0","32.3","0.0","151.0","303.2","387.1","231.5","27.1","100.4","91.7","1326.8"
"4","1998","14","Chhattisgarh","Bilaspur","94.7","6.8","40.5","10.6","21.3","143.8","268.1","214.3","380.8","90.9","52.3","0.0","1324.1"
"4","1999","14","Chhattisgarh","Bilaspur","0.0","5.5","0.0","0.0","23.9","192.6","232.2","368.8","204.0","82.7","0.0","0.0","1109.7"
"4","2002","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","110.4","96.3","350.9","290.0","13.5","-1.0","-1.0","-1.0"
"4","2004","14","Chhattisgarh","Bilaspur","51.7","0.3","25.3","53.1","82.4","291.6","292.7","330.5","91.4","43.5","4.4","5.4","1272.3"
"4","2005","14","Chhattisgarh","Bilaspur","74.2","39.6","7.7","14.0","41.5","305.2","450.4","269.4","200.8","72.9","0.0","0.0","1475.7"
"4","2006","14","Chhattisgarh","Bilaspur","0.0","0.0","75.8","20.2","90.8","56.6","369.4","316.1","128.4","29.6","3.9","0.9","1091.7"
"4","2007","14","Chhattisgarh","Bilaspur","0.0","61.5","22.1","11.8","26.9","190.2","353.5","306.4","281.6","9.8","5.6","0.0","1269.4"
"4","2008","14","Chhattisgarh","Bilaspur","4.0","11.9","34.2","11.3","1.7","249.8","230.8","257.6","236.2","4.8","4.7","0.0","1047.0"
"4","2009","14","Chhattisgarh","Bilaspur","7.8","0.0","0.0","9.7","23.5","43.1","314.8","301.9","62.6","28.0","0.0","0.0","791.4"
"4","2010","14","Chhattisgarh","Bilaspur","3.3","3.5","0.1","6.3","19.6","51.5","300.3","250.5","273.7","36.4","7.3","21.4","973.9"
"4","2011","14","Chhattisgarh","Bilaspur","0.1","11.4","8.9","82.3","35.6","161.9","226.1","463.9","290.9","9.0","0.0","0.0","1290.1"
"4","2012","14","Chhattisgarh","Bilaspur","106.3","14.8","0.0","19.1","6.4","126.3","495.9","318.6","204.8","19.3","32.0","6.6","1350.1"
"4","2013","14","Chhattisgarh","Bilaspur","1.2","24.4","8.0","50.9","4.4","229.0","304.3","350.7","186.3","290.3","0.0","0.0","1449.5"
"4","2014","14","Chhattisgarh","Bilaspur","5.1","49.4","59.8","37.7","16.4","143.4","318.7","329.4","243.5","135.0","0.0","9.8","1348.2"
"4","2015","14","Chhattisgarh","Bilaspur","20.7","5.5","31.7","42.3","3.0","178.2","233.7","313.5","215.5","12.3","0.0","0.4","1056.8"
"4","2016","14","Chhattisgarh","Bilaspur","16.5","7.9","25.5","9.1","97.3","113.3","339.5","242.2","216.1","59.5","0.0","0.0","1126.9"
"4","2017","14","Chhattisgarh","Bilaspur","3.1","8.6","3.6","0.2","15.1","164.6","267.1","288.1","161.3","32.4","0.8","0.0","944.9"
"5","1990","14","Chhattisgarh","Raigarh","0.0","21.2","3.8","0.0","128.6","180.6","480.4","218.5","314.6","133.6","19.3","0.0","1500.6"
"5","1991","14","Chhattisgarh","Raigarh","14.4","1.8","21.3","-1.0","5.8","122.0","404.8","454.7","154.5","24.3","17.7","35.1","1243.8"
"5","1992","14","Chhattisgarh","Raigarh","0.0","0.5","3.3","0.0","4.4","136.2","333.5","330.6","-1.0","-1.0","-1.0","0.0","1018.9"
"5","1993","14","Chhattisgarh","Raigarh","0.0","16.6","0.0","1.4","30.4","206.4","299.0","248.1","316.7","45.4","4.3","-1.0","1168.2"
"5","1994","14","Chhattisgarh","Raigarh","0.0","16.6","0.0","2.8","4.5","470.6","595.4","355.8","272.1","37.5","8.6","0.0","1763.9"
"5","1995","14","Chhattisgarh","Raigarh","22.7","6.3","30.0","1.9","3.5","98.1","292.2","310.1","138.9","57.4","15.1","0.0","976.2"
"5","1996","14","Chhattisgarh","Raigarh","12.6","1.5","3.7","0.0","0.0","255.3","338.9","0.0","128.9","11.0","0.0","0.0","751.9"
"5","1997","14","Chhattisgarh","Raigarh","7.7","0.0","0.0","18.2","0.0","196.9","345.9","378.4","275.0","14.4","54.1","97.2","1387.8"
"5","1998","14","Chhattisgarh","Raigarh","89.8","5.0","13.8","2.5","2.5","136.7","306.6","247.0","274.7","88.2","25.1","0.0","1191.9"
"5","1999","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","60.3","144.4","231.3","394.0","183.5","22.3","0.0","0.0","1035.8"
"5","2002","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","200.6","221.7","402.0","408.1","43.0","-1.0","-1.0","-1.0"
"5","2004","14","Chhattisgarh","Raigarh","18.8","0.0","0.0","0.0","0.0","168.5","289.2","474.8","61.9","36.6","0.0","0.0","1049.8"
"5","2005","14","Chhattisgarh","Raigarh","37.5","8.2","0.0","0.0","0.0","277.1","427.6","310.4","121.6","64.4","0.0","0.0","1246.8"
"5","2006","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","91.2","117.5","308.2","430.6","110.2","26.1","5.3","0.0","1089.1"
"5","2007","14","Chhattisgarh","Raigarh","0.0","35.2","17.2","0.0","29.6","233.1","342.3","318.2","239.5","40.1","36.6","0.0","1291.8"
"5","2008","14","Chhattisgarh","Raigarh","22.4","21.3","27.8","31.5","2.3","256.7","298.1","586.5","261.5","5.8","0.0","0.0","1513.9"
"5","2009","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","0.0","15.3","650.4","194.8","92.2","25.5","0.0","0.0","978.2"
"5","2010","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","0.0","117.1","319.5","251.4","251.2","21.3","7.3","20.5","988.3"
"5","2011","14","Chhattisgarh","Raigarh","0.0","2.1","0.0","5.8","2.3","99.7","269.0","320.4","589.2","0.0","0.0","0.0","1288.5"
"5","2012","14","Chhattisgarh","Raigarh","47.6","0.0","0.0","0.0","0.0","200.2","267.1","447.3","239.5","17.2","18.4","0.0","1237.3"
"5","2013","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","20.3","0.0","146.2","386.1","371.1","111.3","186.3","0.0","0.0","1221.3"
"5","2014","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","0.0","148.2","461.0","367.5","214.2","36.9","0.0","0.0","1227.8"
"5","2015","14","Chhattisgarh","Raigarh","0.0","0.0","8.4","0.0","0.0","263.2","335.5","390.1","171.5","20.4","0.0","3.0","1192.1"
"5","2016","14","Chhattisgarh","Raigarh","4.0","6.3","4.3","0.7","3.5","99.3","394.0","406.7","289.1","44.5","0.0","0.0","1252.4"
"5","2017","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","4.5","203.7","332.9","223.8","208.2","47.2","0.3","0.0","1020.6"
"6","1990","14","Chhattisgarh","Surguja","0.0","12.3","3.8","0.0","89.5","304.0","495.5","202.9","254.9","60.8","0.0","0.0","1423.7"
"6","1991","14","Chhattisgarh","Surguja","7.3","3.1","7.7","-1.0","0.0","118.7","500.8","512.7","234.6","25.1","0.6","10.3","1414.7"
"6","1992","14","Chhattisgarh","Surguja","0.0","0.0","0.4","0.0","1.9","107.3","335.5","398.3","-1.0","-1.0","-1.0","0.0","1040.7"
"6","1993","14","Chhattisgarh","Surguja","0.0","8.0","6.0","0.0","4.0","177.2","295.4","219.0","418.5","54.5","1.5","-1.0","1184.7"
"6","1994","14","Chhattisgarh","Surguja","0.0","8.0","0.0","20.1","0.5","673.2","513.1","417.9","205.8","58.0","0.0","0.0","1896.6"
"6","1995","14","Chhattisgarh","Surguja","18.2","0.0","55.9","0.3","3.6","125.2","426.9","375.6","195.4","18.1","37.7","44.7","1301.6"
"6","1996","14","Chhattisgarh","Surguja","21.2","2.0","0.0","0.0","0.0","239.6","378.5","368.2","181.1","15.3","0.0","0.0","1205.9"
"6","1997","14","Chhattisgarh","Surguja","0.0","0.0","0.0","16.6","0.0","250.4","342.2","484.5","161.2","37.4","31.8","52.3","1376.4"
"6","1998","14","Chhattisgarh","Surguja","113.1","0.6","60.4","0.0","4.3","147.3","380.9","428.1","218.7","59.2","70.7","0.0","1483.3"
"6","1999","14","Chhattisgarh","Surguja","0.0","0.1","0.0","0.0","9.2","292.0","374.6","464.2","276.3","87.0","0.0","0.0","1503.4"
"6","2002","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","201.1","199.0","487.1","269.6","39.5","-1.0","-1.0","-1.0"
"6","2004","14","Chhattisgarh","Surguja","27.2","2.0","0.0","14.7","14.5","105.4","378.6","271.0","109.2","49.0","0.0","0.0","971.6"
"6","2005","14","Chhattisgarh","Surguja","59.3","61.0","7.3","5.0","3.8","240.4","218.1","263.6","219.5","42.0","0.0","0.1","1120.1"
"6","2006","14","Chhattisgarh","Surguja","0.0","0.0","45.0","17.4","33.7","82.1","391.9","439.3","146.7","25.7","4.5","0.0","1186.3"
"6","2007","14","Chhattisgarh","Surguja","0.0","33.2","17.2","8.4","21.1","155.1","354.6","248.1","285.9","29.5","0.3","0.0","1153.4"
"6","2008","14","Chhattisgarh","Surguja","8.3","6.9","10.3","25.4","8.9","331.8","359.6","246.0","111.7","9.8","0.9","0.0","1119.6"
"6","2009","14","Chhattisgarh","Surguja","5.4","0.0","0.0","0.3","3.5","74.2","234.6","150.0","77.1","19.0","0.0","0.0","564.1"
"6","2010","14","Chhattisgarh","Surguja","0.0","10.9","0.0","0.0","9.0","51.6","216.0","102.4","154.3","22.8","6.4","23.3","596.7"
"6","2011","14","Chhattisgarh","Surguja","0.2","4.1","5.9","24.9","16.1","254.5","250.8","353.3","448.2","25.6","0.0","0.0","1383.6"
"6","2012","14","Chhattisgarh","Surguja","38.3","13.0","0.0","17.3","1.8","125.3","342.2","304.3","194.3","21.3","58.2","6.5","1122.5"
"6","2013","14","Chhattisgarh","Surguja","0.7","55.5","14.4","40.5","1.3","52.2","242.7","237.2","47.7","116.8","0.0","0.0","809.0"
"6","2014","14","Chhattisgarh","Surguja","16.8","46.0","18.5","2.4","14.7","79.6","184.6","325.2","126.2","22.3","0.0","3.7","840.0"
"6","2015","14","Chhattisgarh","Surguja","6.6","3.1","26.5","74.1","1.8","82.1","392.6","263.4","97.0","42.4","0.0","0.2","989.8"
"6","2016","14","Chhattisgarh","Surguja","17.5","2.2","20.9","2.1","27.5","18.5","343.1","698.2","271.9","105.6","0.0","0.0","1507.5"
"6","2017","14","Chhattisgarh","Surguja","5.9","3.8","1.2","0.0","2.7","213.7","695.2","315.2","172.2","43.0","0.7","0.0","1453.6"
"7","1990","6","Madhya Pradesh","Jabalpur","0.0","24.8","2.2","0.0","6.8","397.1","351.2","259.3","392.0","41.3","0.0","1.0","1475.7"
"7","1991","6","Madhya Pradesh","Jabalpur","0.0","2.6","8.3","-1.0","3.5","126.7","304.4","585.5","84.3","0.0","1.7","0.0","919.6"
"7","1992","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","1.5","32.1","280.7","567.7","-1.0","-1.0","-1.0","0.0","1220.6"
"7","1993","6","Madhya Pradesh","Jabalpur","0.0","3.7","14.3","0.0","5.7","112.0","267.7","458.9","416.5","19.0","-1.0","-1.0","1307.9"
"7","1994","6","Madhya Pradesh","Jabalpur","0.0","3.7","0.0","0.0","0.0","246.3","598.8","565.1","108.0","0.0","0.0","0.0","1521.9"
"7","1995","6","Madhya Pradesh","Jabalpur","17.0","7.2","43.9","1.9","0.0","32.6","353.2","533.1","124.0","5.6","0.0","4.9","1123.4"
"7","1996","6","Madhya Pradesh","Jabalpur","71.1","21.5","3.9","0.6","0.1","151.3","345.7","277.4","62.4","53.4","0.0","0.0","987.4"
"7","1997","6","Madhya Pradesh","Jabalpur","6.3","0.0","0.0","0.0","0.0","81.7","542.4","260.6","172.3","123.7","95.1","128.3","1410.4"
"7","1998","6","Madhya Pradesh","Jabalpur","13.7","7.4","18.7","27.4","2.4","136.2","224.8","247.7","196.1","24.0","43.3","0.0","941.7"
"7","1999","6","Madhya Pradesh","Jabalpur","8.5","61.5","0.0","0.0","0.0","96.2","384.9","413.9","490.9","45.3","0.0","0.3","1501.5"
"7","2000","6","Madhya Pradesh","Jabalpur","0.0","2.0","0.0","0.0","13.5","225.2","453.1","188.7","72.7","0.0","0.0","0.0","955.2"
"7","2001","6","Madhya Pradesh","Jabalpur","6.3","0.0","2.0","19.4","6.4","250.7","418.7","305.8","69.8","70.7","0.0","0.0","1149.8"
"7","2002","6","Madhya Pradesh","Jabalpur","0.0","38.3","2.5","0.0","16.4","61.0","97.1","648.6","202.6","35.5","6.1","2.6","1110.7"
"7","2003","6","Madhya Pradesh","Jabalpur","0.2","38.1","1.0","0.5","0.0","117.0","376.7","475.7","597.4","46.1","0.0","11.8","1664.5"
"7","2004","6","Madhya Pradesh","Jabalpur","56.2","0.0","0.0","2.3","9.2","298.1","288.8","434.2","72.5","32.8","14.6","0.0","1208.7"
"7","2005","6","Madhya Pradesh","Jabalpur","71.7","4.5","28.2","3.2","5.8","92.0","919.3","318.3","348.9","11.8","0.0","2.5","1806.2"
"7","2006","6","Madhya Pradesh","Jabalpur","0.0","0.0","74.8","1.5","36.9","100.6","384.0","313.0","74.8","3.0","10.0","0.5","999.1"
"7","2007","6","Madhya Pradesh","Jabalpur","0.0","41.7","22.7","1.6","1.2","82.2","325.6","394.3","156.3","0.0","0.0","7.8","1033.4"
"7","2008","6","Madhya Pradesh","Jabalpur","0.1","3.9","0.8","0.4","6.8","407.9","339.0","302.5","115.2","24.5","0.0","0.0","1201.1"
"7","2009","6","Madhya Pradesh","Jabalpur","23.3","0.0","1.1","0.2","4.1","32.5","384.1","234.9","291.3","36.6","0.0","0.0","1008.1"
"7","2012","6","Madhya Pradesh","Jabalpur","41.6","0.0","0.8","0.0","0.3","137.0","533.7","436.6","121.9","7.9","0.6","3.3","1283.7"
"7","2013","6","Madhya Pradesh","Jabalpur","0.0","69.1","22.6","24.6","0.0","446.9","572.4","797.1","93.1","83.9","0.0","0.0","2109.7"
"7","2014","6","Madhya Pradesh","Jabalpur","27.4","64.3","20.8","1.0","4.8","108.7","326.4","222.2","158.2","25.8","0.0","9.2","968.8"
"7","2015","6","Madhya Pradesh","Jabalpur","59.6","15.3","98.2","23.8","1.2","115.0","350.4","276.1","80.8","23.5","0.0","0.0","1043.9"
